conversation_id,channel,customer_message,language,synthetic,annotator_1_label,annotator_2_label,annotator_3_label,adjudicated_intent,annotation_confidence,review_status,reviewer_id
CONV-04460,email,Quick question: The item arrived damaged. What should I do? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True,damaged_item,damaged_item,damaged_item,damaged_item,high,approved,
CONV-04461,email,Just checking — I placed ORD-100133 recently. What is happening with it? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True,order_status,order_status,order_status,order_status,high,approved,
CONV-04462,web_form,Please advise: What steps do I need to follow to return this product? I’m trying to sort this out before the end of the day. Thanks.,en,True,return_request,return_request,return_request,return_request,high,approved,
CONV-04463,email,"Hello, What steps do I need to follow to return this product? I haven't changed anything on my account. Please let me know.",en,True,return_request,return_request,return_request,return_request,high,approved,
CONV-04464,mobile_app,Please advise: Does this product come with the accessories shown? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True,product_information,product_information,product_information,product_information,high,approved,
CONV-04465,mobile_app,Just checking — It looks like I was billed twice for ORD-101531. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True,duplicate_charge,duplicate_charge,subscription_billing,duplicate_charge,medium,adjudicated,REVIEWER-001
CONV-04466,web_form,I’m contacting support because When should the refund appear in my account? Thank you.,en,True,refund_status,refund_status,refund_status,refund_status,high,approved,
CONV-04467,chat,I need some help. I’m planning around the delivery. When is it expected? This is my first time dealing with this issue. Thank you.,en,True,delivery_estimate,delivery_estimate,delivery_estimate,delivery_estimate,high,approved,
CONV-04468,mobile_app,"Hello, My discount code isn't working. Thank you.",en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-04469,web_form,Could you help me? I no longer want this order. Is cancellation still possible? I placed the order earlier today. Thanks.,en,True,order_cancellation,order_cancellation,order_cancellation,order_cancellation,high,approved,
CONV-04470,chat,I wanted to check whether I need to create a new password because I can't remember mine. Can you check?,en,True,password_reset,password_reset,password_reset,password_reset,high,approved,
CONV-04471,chat,"Hi, I'd like to withdraw this purchase if it hasn't shipped. I noticed this while reviewing my recent activity. I’d like to resolve this today.",en,True,order_cancellation,order_cancellation,order_cancellation,order_cancellation,high,approved,
CONV-04472,web_form,Please advise: I can't finish the purchase because the payment isn't accepted. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True,payment_failure,payment_failure,payment_failure,payment_failure,high,approved,
CONV-04473,chat,Could you help me? Please help me arrange a return. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True,return_request,return_request,return_request,return_request,high,approved,
CONV-04474,email,"I’m contacting support because ORD-100455 was due on Tuesday, but it still hasn't arrived. Can you check?",en,True,delivery_delay,delivery_delay,delivery_delay,delivery_delay,high,approved,
CONV-04475,email,I’m contacting support because Could you tell me the current location or transit stage of my parcel? This is my first time dealing with this issue. Please let me know.,en,True,delivery_tracking,delivery_tracking,delivery_tracking,delivery_tracking,high,approved,
CONV-04476,email,"Hi, How do I change the address attached to my order? I noticed this while reviewing my recent activity. Any guidance would be helpful.",en,True,address_change,address_change,address_change,address_change,high,approved,
CONV-04477,web_form,"Hello, Does this product come with the accessories shown? I haven't changed anything on my account. Can you check?",en,True,product_information,promo_code,order_status,product_information,low,escalated,REVIEWER-002
CONV-04478,web_form,"Hi, Where should I enter my promo code? I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True,promo_code,product_information,promo_code,promo_code,medium,adjudicated,REVIEWER-001
CONV-04479,web_form,Please update the destination before the order ships. This is my first time dealing with this issue.,en,True,address_change,address_change,address_change,address_change,high,approved,
CONV-04480,web_form,I wanted to check whether I have a question about the charge on my recurring plan. I haven't changed anything on my account. Please let me know.,en,True,subscription_billing,subscription_billing,subscription_billing,subscription_billing,high,approved,
CONV-04481,web_form,Please update the destination before the order ships. I haven't changed anything on my account.,en,True,address_change,address_change,address_change,address_change,high,approved,
CONV-04482,email,"Hi, Roughly how long will delivery take? I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True,delivery_estimate,delivery_estimate,delivery_estimate,delivery_estimate,high,approved,
CONV-04483,web_form,I need some help. Can you explain the latest recurring charge? This is my first time dealing with this issue. Thank you.,en,True,duplicate_charge,subscription_billing,subscription_billing,subscription_billing,medium,adjudicated,REVIEWER-001
CONV-04484,web_form,"My delivery arrived, but the item inside is damaged. This is my first time dealing with this issue. Please let me know.",en,True,missing_item,damaged_item,damaged_item,damaged_item,medium,adjudicated,REVIEWER-001
CONV-04485,email,My account suddenly won't let me log in. Thank you.,en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-04486,chat,Please advise: Can you cancel ORD-101810 for me? I placed the order earlier today. I'd appreciate your help.,en,True,order_cancellation,order_cancellation,order_cancellation,order_cancellation,high,approved,
CONV-04487,chat,"Hi, I think someone may have accessed my account. I’m trying to sort this out before the end of the day. Thanks.",en,True,account_security,password_reset,account_security,account_security,medium,adjudicated,REVIEWER-001
CONV-04488,email,Could you help me? Can you send me through the password recovery process? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True,password_reset,password_reset,password_reset,password_reset,high,approved,
CONV-04489,email,I wanted to check whether Please stop ORD-101827 before it is dispatched. I haven't changed anything on my account. Please let me know.,en,True,order_cancellation,order_status,order_cancellation,order_cancellation,medium,adjudicated,REVIEWER-001
CONV-04490,mobile_app,Just checking — Has the refund for ORD-101155 been issued yet? I’m trying to sort this out before the end of the day. Thanks.,en,True,refund_status,refund_status,refund_status,refund_status,high,approved,
CONV-04491,web_form,Please advise: I can't finish the purchase because the payment isn't accepted. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True,payment_failure,payment_failure,payment_failure,payment_failure,high,approved,
