conversation_id,channel,customer_message,language,synthetic
CONV-04128,chat,I need some help. What exactly is included with this item? I haven't changed anything on my account. Please let me know.,en,True
CONV-04129,email,I wanted to check whether The delivered item doesn't match my order. I haven't changed anything on my account.,en,True
CONV-04130,chat,Please advise: My parcel is 5 days late. Can you investigate? I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-04131,mobile_app,I’m contacting support because Something different was packed instead of what I purchased. Thank you.,en,True
CONV-04132,mobile_app,"I’m contacting support because ORD-100345 was due on Saturday, but it still hasn't arrived. I haven't changed anything on my account. Please let me know.",en,True
CONV-04133,chat,Could you help me? Please help me arrange a return. I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-04134,email,Please advise: I forgot my password. How can I reset it? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-04135,chat,I’m contacting support because Why was my subscription charged this month?,en,True
CONV-04136,email,I need some help. Where is ORD-104795 right now? This is my first time dealing with this issue. Thank you.,en,True
CONV-04137,mobile_app,I wanted to check whether I noticed a login I don't recognize. This is my first time dealing with this issue. Please let me know.,en,True
CONV-04138,web_form,I need some help. Can you explain the latest recurring charge? Thank you.,en,True
CONV-04139,chat,I’m contacting support because I opened the package and found the product broken. Can you check?,en,True
CONV-04140,chat,Just checking — Can you help me cancel my recent order? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-04141,mobile_app,"Hello, What steps do I need to follow to return this product? I haven't changed anything on my account.",en,True
CONV-04142,chat,Please advise: Can you show me the latest tracking update for my shipment? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-04143,web_form,"Hello, I received the package, but one of the products is absent. This is my first time dealing with this issue. Can you check?",en,True
CONV-04144,web_form,"Hello, Would you mind checking the latest status of ORD-100094? I haven't changed anything on my account. Please let me know.",en,True
CONV-04145,web_form,Quick question: Please stop my recurring membership. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-04146,email,I need some help. The login page won't let me access my account. I haven't changed anything on my account. Thank you.,en,True
CONV-04147,email,"Hello, My package contains a different product. I haven't changed anything on my account.",en,True
CONV-04148,email,Quick question: I have a question about the charge on my recurring plan. I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-04149,web_form,Quick question: The promotional code says it is invalid. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-04150,chat,I’m contacting support because Where can I request a password reset?,en,True
CONV-04151,mobile_app,My account suddenly won't let me log in. This is my first time dealing with this issue. Can you check?,en,True
CONV-04152,web_form,Please advise: I'm locked out of my account and need access. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-04153,mobile_app,"Hello, Can you cancel ORD-101865 for me? Can you check?",en,True
CONV-04154,mobile_app,I wanted to check whether Please stop ORD-101857 before it is dispatched. I haven't changed anything on my account. Can you check?,en,True
CONV-04155,email,Could you help me? One product from my order is missing. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-04156,mobile_app,Please advise: The product has a crack that wasn't shown in the listing. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-04157,web_form,Please advise: My package contains a different product. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-04158,chat,Quick question: I want to return ORD-100950. How do I start? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-04159,chat,I’m contacting support because Where can I request a password reset? This is my first time dealing with this issue.,en,True
CONV-04160,chat,I need some help. Has the refund for ORD-101120 been issued yet? This is my first time dealing with this issue. Can you check?,en,True
CONV-04161,email,"Hi, My multi-item order is incomplete. I noticed this while reviewing my recent activity. Thanks.",en,True
CONV-04162,chat,"My delivery arrived, but the item inside is damaged. I haven't changed anything on my account. Can you check?",en,True
CONV-04163,email,I wanted to check whether The promised delivery window is over for ORD-100419.,en,True
CONV-04164,chat,Just checking — I changed my mind and would like to send the item back. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-04165,chat,Please advise: I can't finish the purchase because the payment isn't accepted. I placed the order earlier today. Thanks.,en,True
CONV-04166,mobile_app,"Hello, My parcel is 6 days late. Can you investigate? I haven't changed anything on my account. Thank you.",en,True
CONV-04167,mobile_app,Quick question: The item arrived damaged. What should I do? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-04168,web_form,Could you tell me the current status of my refund? Please let me know.,en,True
CONV-04169,web_form,"I wanted to check whether The box arrived, but shirt wasn't inside. This is my first time dealing with this issue. Can you check?",en,True
CONV-04170,chat,Quick question: I want to track the package that was just dispatched. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-04171,chat,Please advise: Can you cancel ORD-101970 for me? I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
